run_id,dose_cm2,energy_keV,anneal_temp_C,anneal_time_sec,xj_implant_um,xj_final_um,delta_xj_um,rsh_final_ohm_sq
353,1500000000000000.0,50.0,900,25,0.449354,0.449354,0.0,64.09
354,1500000000000000.0,50.0,900,35,0.449354,0.449356,2e-06,63.7361
355,1500000000000000.0,50.0,900,45,0.449354,0.449357,3e-06,63.4032
356,1500000000000000.0,50.0,950,5,0.449354,0.449354,0.0,61.8474
357,1500000000000000.0,50.0,950,15,0.449354,0.449361,7e-06,60.4833
358,1500000000000000.0,50.0,950,25,0.449354,0.449369,1.5e-05,59.4328
359,1500000000000000.0,50.0,950,35,0.449354,0.449376,2.2e-05,58.5632
360,1500000000000000.0,50.0,950,45,0.449354,0.449384,3e-05,57.8168
361,1500000000000000.0,50.0,1000,5,0.449354,0.449366,1.2e-05,58.4804
362,1500000000000000.0,50.0,1000,15,0.449354,0.4494,4.6e-05,55.7742
363,1500000000000000.0,50.0,1000,25,0.449354,0.449433,7.9e-05,54.0635
364,1500000000000000.0,50.0,1000,35,0.449354,0.449467,0.000113,52.8734
365,1500000000000000.0,50.0,1000,45,0.449354,0.4495,0.000146,52.0345
366,1500000000000000.0,50.0,1050,5,0.449354,0.449417,6.3e-05,54.5956
367,1500000000000000.0,50.0,1050,15,0.449354,0.449552,0.000198,51.0975
368,1500000000000000.0,50.0,1050,25,0.449354,0.449686,0.000332,49.9109
369,1500000000000000.0,50.0,1050,35,0.449354,0.449821,0.000467,49.5469
370,1500000000000000.0,50.0,1050,45,0.449354,0.449956,0.000602,49.4743
371,1500000000000000.0,50.0,1100,5,0.449354,0.449594,0.00024,50.691
372,1500000000000000.0,50.0,1100,15,0.449354,0.450086,0.000732,49.1408
373,1500000000000000.0,50.0,1100,25,0.449354,0.450577,0.001223,48.8974
374,1500000000000000.0,50.0,1100,35,0.449354,0.451068,0.001714,48.6544
375,1500000000000000.0,50.0,1100,45,0.449354,0.451559,0.002205,48.4491
376,2000000000000000.0,10.0,900,5,0.122412,0.122415,3e-06,183.773
377,2000000000000000.0,10.0,900,15,0.122412,0.122421,9e-06,159.337
378,2000000000000000.0,10.0,900,25,0.122412,0.122427,1.5e-05,143.799
379,2000000000000000.0,10.0,900,35,0.122412,0.122433,2.1e-05,133.396
380,2000000000000000.0,10.0,900,45,0.122412,0.122439,2.7e-05,125.71
381,2000000000000000.0,10.0,950,5,0.122412,0.122427,1.5e-05,134.642
382,2000000000000000.0,10.0,950,15,0.122412,0.122458,4.6e-05,102.767
383,2000000000000000.0,10.0,950,25,0.122412,0.122489,7.7e-05,89.7933
384,2000000000000000.0,10.0,950,35,0.122412,0.12252,0.000108,82.1835
385,2000000000000000.0,10.0,950,45,0.122412,0.122551,0.000139,77.0375
386,2000000000000000.0,10.0,1000,5,0.122412,0.122481,6.9e-05,87.9222
387,2000000000000000.0,10.0,1000,15,0.122412,0.122622,0.00021,66.8713
388,2000000000000000.0,10.0,1000,25,0.122412,0.122762,0.00035,60.0068
389,2000000000000000.0,10.0,1000,35,0.122412,0.122902,0.00049,56.3761
390,2000000000000000.0,10.0,1000,45,0.122412,0.123042,0.00063,54.0709
391,2000000000000000.0,10.0,1050,5,0.122412,0.122694,0.000282,61.183
392,2000000000000000.0,10.0,1050,15,0.122412,0.123259,0.000847,50.983
393,2000000000000000.0,10.0,1050,25,0.122412,0.123824,0.001412,48.0529
394,2000000000000000.0,10.0,1050,35,0.122412,0.12439,0.001978,46.5737
395,2000000000000000.0,10.0,1050,45,0.122412,0.124964,0.002552,45.6579
396,2000000000000000.0,10.0,1100,5,0.122412,0.123441,0.001029,49.4717
397,2000000000000000.0,10.0,1100,15,0.122412,0.125508,0.003096,44.9475
398,2000000000000000.0,10.0,1100,25,0.122412,0.131476,0.009064,43.7016
399,2000000000000000.0,10.0,1100,35,0.122412,0.145104,0.022692,43.0612
400,2000000000000000.0,10.0,1100,45,0.122412,0.158412,0.036,42.6593
401,2000000000000000.0,20.0,900,5,0.242064,0.242064,0.0,76.2113
402,2000000000000000.0,20.0,900,15,0.242064,0.242067,3e-06,70.6934
403,2000000000000000.0,20.0,900,25,0.242064,0.24207,6e-06,68.4411
404,2000000000000000.0,20.0,900,35,0.242064,0.242073,9e-06,67.3296
405,2000000000000000.0,20.0,900,45,0.242064,0.242075,1.1e-05,66.3835
406,2000000000000000.0,20.0,950,5,0.242064,0.24207,6e-06,63.2648
407,2000000000000000.0,20.0,950,15,0.242064,0.242084,2e-05,59.8024
408,2000000000000000.0,20.0,950,25,0.242064,0.242099,3.5e-05,58.7947
409,2000000000000000.0,20.0,950,35,0.242064,0.242113,4.9e-05,57.8391
410,2000000000000000.0,20.0,950,45,0.242064,0.242128,6.4e-05,56.8574
411,2000000000000000.0,20.0,1000,5,0.242064,0.242095,3.1e-05,55.6311
412,2000000000000000.0,20.0,1000,15,0.242064,0.242161,9.7e-05,52.3803
413,2000000000000000.0,20.0,1000,25,0.242064,0.242227,0.000163,49.8394
414,2000000000000000.0,20.0,1000,35,0.242064,0.242292,0.000228,48.0538
415,2000000000000000.0,20.0,1000,45,0.242064,0.242358,0.000294,46.7347
416,2000000000000000.0,20.0,1050,5,0.242064,0.242194,0.00013,49.3828
417,2000000000000000.0,20.0,1050,15,0.242064,0.242459,0.000395,44.3957
418,2000000000000000.0,20.0,1050,25,0.242064,0.242724,0.00066,42.3573
419,2000000000000000.0,20.0,1050,35,0.242064,0.242989,0.000925,41.2008
420,2000000000000000.0,20.0,1050,45,0.242064,0.243254,0.00119,40.4427
421,2000000000000000.0,20.0,1100,5,0.242064,0.242544,0.00048,43.1217
422,2000000000000000.0,20.0,1100,15,0.242064,0.24351,0.001446,39.747
423,2000000000000000.0,20.0,1100,25,0.242064,0.244474,0.00241,38.6505
424,2000000000000000.0,20.0,1100,35,0.242064,0.245437,0.003373,38.0632
425,2000000000000000.0,20.0,1100,45,0.242064,0.2464,0.004336,37.6838
426,2000000000000000.0,30.0,900,5,0.314476,0.314474,-2e-06,64.5727
427,2000000000000000.0,30.0,900,15,0.314476,0.314476,0.0,62.6303
428,2000000000000000.0,30.0,900,25,0.314476,0.314479,3e-06,61.7257
429,2000000000000000.0,30.0,900,35,0.314476,0.314481,5e-06,60.8089
430,2000000000000000.0,30.0,900,45,0.314476,0.314483,7e-06,59.9402
431,2000000000000000.0,30.0,950,5,0.314476,0.314478,2e-06,58.3416
432,2000000000000000.0,30.0,950,15,0.314476,0.314489,1.3e-05,54.6566
433,2000000000000000.0,30.0,950,25,0.314476,0.3145,2.4e-05,52.0997
434,2000000000000000.0,30.0,950,35,0.314476,0.314511,3.5e-05,50.3116
435,2000000000000000.0,30.0,950,45,0.314476,0.314522,4.6e-05,49.0144
436,2000000000000000.0,30.0,1000,5,0.314476,0.314497,2.1e-05,50.7784
437,2000000000000000.0,30.0,1000,15,0.314476,0.314547,7.1e-05,45.4518
438,2000000000000000.0,30.0,1000,25,0.314476,0.314596,0.00012,44.1177
439,2000000000000000.0,30.0,1000,35,0.314476,0.314646,0.00017,43.7372
440,2000000000000000.0,30.0,1000,45,0.314476,0.314696,0.00022,43.309
441,2000000000000000.0,30.0,1050,5,0.314476,0.314572,9.6e-05,43.3211
442,2000000000000000.0,30.0,1050,15,0.314476,0.314772,0.000296,41.8251
443,2000000000000000.0,30.0,1050,25,0.314476,0.314972,0.000496,40.8277
444,2000000000000000.0,30.0,1050,35,0.314476,0.315171,0.000695,40.1185
445,2000000000000000.0,30.0,1050,45,0.314476,0.315371,0.000895,39.5956
446,2000000000000000.0,30.0,1100,5,0.314476,0.314836,0.00036,40.9328
447,2000000000000000.0,30.0,1100,15,0.314476,0.315563,0.001087,39.0101
448,2000000000000000.0,30.0,1100,25,0.314476,0.316291,0.001815,38.1596
449,2000000000000000.0,30.0,1100,35,0.314476,0.317018,0.002542,37.6623
450,2000000000000000.0,30.0,1100,45,0.314476,0.317744,0.003268,37.3255
451,2000000000000000.0,40.0,900,5,0.382016,0.382014,-2e-06,58.1054
452,2000000000000000.0,40.0,900,15,0.382016,0.382016,0.0,57.2079
453,2000000000000000.0,40.0,900,25,0.382016,0.382018,2e-06,56.5952
454,2000000000000000.0,40.0,900,35,0.382016,0.382019,3e-06,56.0527
455,2000000000000000.0,40.0,900,45,0.382016,0.382021,5e-06,55.5268
456,2000000000000000.0,40.0,950,5,0.382016,0.382017,1e-06,53.8267
457,2000000000000000.0,40.0,950,15,0.382016,0.382026,1e-05,51.6328
458,2000000000000000.0,40.0,950,25,0.382016,0.382035,1.9e-05,49.9205
459,2000000000000000.0,40.0,950,35,0.382016,0.382044,2.8e-05,48.5509
460,2000000000000000.0,40.0,950,45,0.382016,0.382053,3.7e-05,47.4393
461,2000000000000000.0,40.0,1000,5,0.382016,0.382032,1.6e-05,48.819
462,2000000000000000.0,40.0,1000,15,0.382016,0.382072,5.6e-05,44.5692
463,2000000000000000.0,40.0,1000,25,0.382016,0.382112,9.6e-05,42.5186
464,2000000000000000.0,40.0,1000,35,0.382016,0.382152,0.000136,41.4369
465,2000000000000000.0,40.0,1000,45,0.382016,0.382192,0.000176,40.8555
466,2000000000000000.0,40.0,1050,5,0.382016,0.382092,7.6e-05,42.8486
467,2000000000000000.0,40.0,1050,15,0.382016,0.382253,0.000237,39.7007
468,2000000000000000.0,40.0,1050,25,0.382016,0.382414,0.000398,39.3899
469,2000000000000000.0,40.0,1050,35,0.382016,0.382575,0.000559,39.066
470,2000000000000000.0,40.0,1050,45,0.382016,0.382736,0.00072,38.7732
471,2000000000000000.0,40.0,1100,5,0.382016,0.382305,0.000289,39.0291
472,2000000000000000.0,40.0,1100,15,0.382016,0.382891,0.000875,38.2927
473,2000000000000000.0,40.0,1100,25,0.382016,0.383477,0.001461,37.7312
474,2000000000000000.0,40.0,1100,35,0.382016,0.384063,0.002047,37.3554
475,2000000000000000.0,40.0,1100,45,0.382016,0.384648,0.002632,37.0849
476,2000000000000000.0,50.0,900,5,0.444922,0.444919,-3e-06,53.4706
477,2000000000000000.0,50.0,900,15,0.444922,0.44492,-2e-06,53.0318
478,2000000000000000.0,50.0,900,25,0.444922,0.444922,0.0,52.6541
479,2000000000000000.0,50.0,900,35,0.444922,0.444923,1e-06,52.3062
480,2000000000000000.0,50.0,900,45,0.444922,0.444925,3e-06,51.9848
481,2000000000000000.0,50.0,950,5,0.444922,0.444921,-1e-06,50.2657
482,2000000000000000.0,50.0,950,15,0.444922,0.444929,7e-06,48.9073
483,2000000000000000.0,50.0,950,25,0.444922,0.444936,1.4e-05,47.8224
484,2000000000000000.0,50.0,950,35,0.444922,0.444944,2.2e-05,46.9206
485,2000000000000000.0,50.0,950,45,0.444922,0.444951,2.9e-05,46.1377
486,2000000000000000.0,50.0,1000,5,0.444922,0.444934,1.2e-05,46.7076
487,2000000000000000.0,50.0,1000,15,0.444922,0.444967,4.5e-05,43.8593
488,2000000000000000.0,50.0,1000,25,0.444922,0.445001,7.9e-05,42.1251
489,2000000000000000.0,50.0,1000,35,0.444922,0.445034,0.000112,41.018
490,2000000000000000.0,50.0,1000,45,0.444922,0.445068,0.000146,40.2868
491,2000000000000000.0,50.0,1050,5,0.444922,0.444984,6.2e-05,42.4918
492,2000000000000000.0,50.0,1050,15,0.444922,0.445119,0.000197,39.2201
493,2000000000000000.0,50.0,1050,25,0.444922,0.445253,0.000331,38.3877
494,2000000000000000.0,50.0,1050,35,0.444922,0.445388,0.000466,38.2358
495,2000000000000000.0,50.0,1050,45,0.444922,0.445523,0.000601,38.0992
496,2000000000000000.0,50.0,1100,5,0.444922,0.445161,0.000239,38.6776
497,2000000000000000.0,50.0,1100,15,0.444922,0.445652,0.00073,37.6956
498,2000000000000000.0,50.0,1100,25,0.444922,0.446142,0.00122,37.3586
499,2000000000000000.0,50.0,1100,35,0.444922,0.446633,0.001711,37.0871
500,2000000000000000.0,50.0,1100,45,0.444922,0.447123,0.002201,36.8755
501,2500000000000000.0,10.0,900,5,0.123754,0.123756,2e-06,165.455
502,2500000000000000.0,10.0,900,15,0.123754,0.123763,9e-06,144.479
503,2500000000000000.0,10.0,900,25,0.123754,0.123769,1.5e-05,130.536
504,2500000000000000.0,10.0,900,35,0.123754,0.123775,2.1e-05,121.027
505,2500000000000000.0,10.0,900,45,0.123754,0.123781,2.7e-05,113.956
506,2500000000000000.0,10.0,950,5,0.123754,0.123769,1.5e-05,121.716
507,2500000000000000.0,10.0,950,15,0.123754,0.1238,4.6e-05,92.3482
508,2500000000000000.0,10.0,950,25,0.123754,0.123832,7.8e-05,80.1606
509,2500000000000000.0,10.0,950,35,0.123754,0.123863,0.000109,72.9519
510,2500000000000000.0,10.0,950,45,0.123754,0.123894,0.00014,68.0523
511,2500000000000000.0,10.0,1000,5,0.123754,0.123824,7e-05,78.1324
512,2500000000000000.0,10.0,1000,15,0.123754,0.123965,0.000211,58.1132
513,2500000000000000.0,10.0,1000,25,0.123754,0.124107,0.000353,51.5209
514,2500000000000000.0,10.0,1000,35,0.123754,0.124248,0.000494,47.9961
515,2500000000000000.0,10.0,1000,45,0.123754,0.124389,0.000635,45.7472
516,2500000000000000.0,10.0,1050,5,0.123754,0.124038,0.000284,52.4198
517,2500000000000000.0,10.0,1050,15,0.123754,0.124608,0.000854,42.5632
518,2500000000000000.0,10.0,1050,25,0.123754,0.125177,0.001423,39.7302
519,2500000000000000.0,10.0,1050,35,0.123754,0.125748,0.001994,38.2961
520,2500000000000000.0,10.0,1050,45,0.123754,0.126334,0.00258,37.4111
521,2500000000000000.0,10.0,1100,5,0.123754,0.124791,0.001037,40.9447
522,2500000000000000.0,10.0,1100,15,0.123754,0.126887,0.003133,36.628
523,2500000000000000.0,10.0,1100,25,0.123754,0.135604,0.01185,35.4542
524,2500000000000000.0,10.0,1100,35,0.123754,0.15121,0.027456,34.861
525,2500000000000000.0,10.0,1100,45,0.123754,0.165571,0.041817,34.4926
526,2500000000000000.0,20.0,900,5,0.249254,0.249253,-1e-06,67.1319
527,2500000000000000.0,20.0,900,15,0.249254,0.249256,2e-06,62.4337
528,2500000000000000.0,20.0,900,25,0.249254,0.249259,5e-06,60.2313
529,2500000000000000.0,20.0,900,35,0.249254,0.249262,8e-06,59.1691
530,2500000000000000.0,20.0,900,45,0.249254,0.249265,1.1e-05,58.3799
531,2500000000000000.0,20.0,950,5,0.249254,0.249259,5e-06,55.2798
532,2500000000000000.0,20.0,950,15,0.249254,0.249273,1.9e-05,52.1046
533,2500000000000000.0,20.0,950,25,0.249254,0.249288,3.4e-05,51.0747
534,2500000000000000.0,20.0,950,35,0.249254,0.249302,4.8e-05,50.1748
535,2500000000000000.0,20.0,950,45,0.249254,0.249316,6.2e-05,49.2534
536,2500000000000000.0,20.0,1000,5,0.249254,0.249284,3e-05,48.0035
537,2500000000000000.0,20.0,1000,15,0.249254,0.249349,9.5e-05,44.887
538,2500000000000000.0,20.0,1000,25,0.249254,0.249413,0.000159,42.4524
539,2500000000000000.0,20.0,1000,35,0.249254,0.249478,0.000224,40.7294
540,2500000000000000.0,20.0,1000,45,0.249254,0.249543,0.000289,39.4504
541,2500000000000000.0,20.0,1050,5,0.249254,0.249382,0.000128,41.8865
542,2500000000000000.0,20.0,1050,15,0.249254,0.249643,0.000389,37.0476
543,2500000000000000.0,20.0,1050,25,0.249254,0.249904,0.00065,35.0607
544,2500000000000000.0,20.0,1050,35,0.249254,0.250165,0.000911,33.9274
545,2500000000000000.0,20.0,1050,45,0.249254,0.250426,0.001172,33.1889
546,2500000000000000.0,20.0,1100,5,0.249254,0.249727,0.000473,35.69
547,2500000000000000.0,20.0,1100,15,0.249254,0.250678,0.001424,32.4321
548,2500000000000000.0,20.0,1100,25,0.249254,0.251628,0.002374,31.3858
549,2500000000000000.0,20.0,1100,35,0.249254,0.252579,0.003325,30.8352
550,2500000000000000.0,20.0,1100,45,0.249254,0.253529,0.004275,30.4807
551,2500000000000000.0,30.0,900,5,0.322369,0.322367,-2e-06,56.1356
552,2500000000000000.0,30.0,900,15,0.322369,0.322369,0.0,54.4311
553,2500000000000000.0,30.0,900,25,0.322369,0.322371,2e-06,53.6645
554,2500000000000000.0,30.0,900,35,0.322369,0.322374,5e-06,52.8691
555,2500000000000000.0,30.0,900,45,0.322369,0.322376,7e-06,52.113
556,2500000000000000.0,30.0,950,5,0.322369,0.322371,2e-06,50.3121
557,2500000000000000.0,30.0,950,15,0.322369,0.322382,1.3e-05,47.0461
558,2500000000000000.0,30.0,950,25,0.322369,0.322393,2.4e-05,44.7675
559,2500000000000000.0,30.0,950,35,0.322369,0.322404,3.5e-05,43.1608
560,2500000000000000.0,30.0,950,45,0.322369,0.322415,4.6e-05,41.9833
561,2500000000000000.0,30.0,1000,5,0.322369,0.32239,2.1e-05,43.2256
562,2500000000000000.0,30.0,1000,15,0.322369,0.322439,7e-05,38.4412
563,2500000000000000.0,30.0,1000,25,0.322369,0.322488,0.000119,37.252
564,2500000000000000.0,30.0,1000,35,0.322369,0.322537,0.000168,36.8047
565,2500000000000000.0,30.0,1000,45,0.322369,0.322586,0.000217,36.3373
566,2500000000000000.0,30.0,1050,5,0.322369,0.322464,9.5e-05,36.2656
567,2500000000000000.0,30.0,1050,15,0.322369,0.322662,0.000293,34.7552
568,2500000000000000.0,30.0,1050,25,0.322369,0.32286,0.000491,33.7106
569,2500000000000000.0,30.0,1050,35,0.322369,0.323058,0.000689,32.9869
570,2500000000000000.0,30.0,1050,45,0.322369,0.323256,0.000887,32.462
571,2500000000000000.0,30.0,1100,5,0.322369,0.322725,0.000356,33.7819
572,2500000000000000.0,30.0,1100,15,0.322369,0.323447,0.001078,31.8144
573,2500000000000000.0,30.0,1100,25,0.322369,0.324168,0.001799,30.9842
574,2500000000000000.0,30.0,1100,35,0.322369,0.324888,0.002519,30.5097
575,2500000000000000.0,30.0,1100,45,0.322369,0.325608,0.003239,30.1906
576,2500000000000000.0,40.0,900,5,0.39078,0.390778,-2e-06,50.2973
577,2500000000000000.0,40.0,900,15,0.39078,0.39078,0.0,49.476
578,2500000000000000.0,40.0,900,25,0.39078,0.390781,1e-06,48.9494
579,2500000000000000.0,40.0,900,35,0.39078,0.390783,3e-06,48.4496
580,2500000000000000.0,40.0,900,45,0.39078,0.390785,5e-06,47.9645
581,2500000000000000.0,40.0,950,5,0.39078,0.390781,1e-06,46.1863
582,2500000000000000.0,40.0,950,15,0.39078,0.39079,1e-05,44.1504
583,2500000000000000.0,40.0,950,25,0.39078,0.390799,1.9e-05,42.5353
584,2500000000000000.0,40.0,950,35,0.39078,0.390807,2.7e-05,41.2528
585,2500000000000000.0,40.0,950,45,0.39078,0.390816,3.6e-05,40.2251
586,2500000000000000.0,40.0,1000,5,0.39078,0.390796,1.6e-05,41.321
587,2500000000000000.0,40.0,1000,15,0.39078,0.390836,5.6e-05,37.3006
588,2500000000000000.0,40.0,1000,25,0.39078,0.390875,9.5e-05,35.4534
589,2500000000000000.0,40.0,1000,35,0.39078,0.390915,0.000135,34.5002
590,2500000000000000.0,40.0,1000,45,0.39078,0.390955,0.000175,34.011
591,2500000000000000.0,40.0,1050,5,0.39078,0.390856,7.6e-05,35.4738
592,2500000000000000.0,40.0,1050,15,0.39078,0.391016,0.000236,32.8255
593,2500000000000000.0,40.0,1050,25,0.39078,0.391175,0.000395,32.4573
594,2500000000000000.0,40.0,1050,35,0.39078,0.391335,0.000555,32.0812
595,2500000000000000.0,40.0,1050,45,0.39078,0.391495,0.000715,31.761
596,2500000000000000.0,40.0,1100,5,0.39078,0.391066,0.000286,32.1045
597,2500000000000000.0,40.0,1100,15,0.39078,0.391648,0.000868,31.2216
598,2500000000000000.0,40.0,1100,25,0.39078,0.39223,0.00145,30.6409
599,2500000000000000.0,40.0,1100,35,0.39078,0.392812,0.002032,30.2687
600,2500000000000000.0,40.0,1100,45,0.39078,0.393394,0.002614,30.0071
601,2500000000000000.0,50.0,900,5,0.454986,0.454983,-3e-06,46.0966
602,2500000000000000.0,50.0,900,15,0.454986,0.454985,-1e-06,45.6726
603,2500000000000000.0,50.0,900,25,0.454986,0.454986,0.0,45.3292
604,2500000000000000.0,50.0,900,35,0.454986,0.454988,2e-06,45.0132
605,2500000000000000.0,50.0,900,45,0.454986,0.454989,3e-06,44.7105
606,2500000000000000.0,50.0,950,5,0.454986,0.454986,0.0,42.9374
607,2500000000000000.0,50.0,950,15,0.454986,0.454993,7e-06,41.6639
608,2500000000000000.0,50.0,950,25,0.454986,0.455001,1.5e-05,40.62
609,2500000000000000.0,50.0,950,35,0.454986,0.455008,2.2e-05,39.7288
610,2500000000000000.0,50.0,950,45,0.454986,0.455015,2.9e-05,38.9598
611,2500000000000000.0,50.0,1000,5,0.454986,0.454998,1.2e-05,39.4236
612,2500000000000000.0,50.0,1000,15,0.454986,0.455031,4.5e-05,36.5897
613,2500000000000000.0,50.0,1000,25,0.454986,0.455064,7.8e-05,34.9414
614,2500000000000000.0,50.0,1000,35,0.454986,0.455098,0.000112,33.9306
615,2500000000000000.0,50.0,1000,45,0.454986,0.455131,0.000145,33.28
616,2500000000000000.0,50.0,1050,5,0.454986,0.455048,6.2e-05,35.1166
617,2500000000000000.0,50.0,1050,15,0.454986,0.455181,0.000195,32.1313
618,2500000000000000.0,50.0,1050,25,0.454986,0.455315,0.000329,31.4896
619,2500000000000000.0,50.0,1050,35,0.454986,0.455449,0.000463,31.3343
620,2500000000000000.0,50.0,1050,45,0.454986,0.455582,0.000596,31.1619
621,2500000000000000.0,50.0,1100,5,0.454986,0.455224,0.000238,31.4996
622,2500000000000000.0,50.0,1100,15,0.454986,0.455711,0.000725,30.7065
623,2500000000000000.0,50.0,1100,25,0.454986,0.456197,0.001211,30.3302
624,2500000000000000.0,50.0,1100,35,0.454986,0.456684,0.001698,30.0505
625,2500000000000000.0,50.0,1100,45,0.454986,0.45717,0.002184,29.8406
626,500000000000000.0,12.5,900,5,0.161087,0.161088,1e-06,288.758
627,500000000000000.0,12.5,900,15,0.161087,0.161093,6e-06,260.081
628,500000000000000.0,12.5,900,25,0.161087,0.161097,1e-05,246.06
629,500000000000000.0,12.5,900,35,0.161087,0.161102,1.5e-05,237.171
630,500000000000000.0,12.5,900,45,0.161087,0.161106,1.9e-05,230.61
631,500000000000000.0,12.5,950,5,0.161087,0.161097,1e-05,239.74
632,500000000000000.0,12.5,950,15,0.161087,0.16112,3.3e-05,212.098
633,500000000000000.0,12.5,950,25,0.161087,0.161143,5.6e-05,200.47
634,500000000000000.0,12.5,950,35,0.161087,0.161165,7.8e-05,193.382
635,500000000000000.0,12.5,950,45,0.161087,0.161188,0.000101,188.449
636,500000000000000.0,12.5,1000,5,0.161087,0.161137,5e-05,201.21
637,500000000000000.0,12.5,1000,15,0.161087,0.161239,0.000152,180.745
638,500000000000000.0,12.5,1000,25,0.161087,0.161341,0.000254,173.357
639,500000000000000.0,12.5,1000,35,0.161087,0.161443,0.000356,169.208
640,500000000000000.0,12.5,1000,45,0.161087,0.161545,0.000458,166.471
641,500000000000000.0,12.5,1050,5,0.161087,0.161291,0.000204,177.072
642,500000000000000.0,12.5,1050,15,0.161087,0.161703,0.000616,164.412
643,500000000000000.0,12.5,1050,25,0.161087,0.162114,0.001027,160.212
644,500000000000000.0,12.5,1050,35,0.161087,0.162525,0.001438,157.882
645,500000000000000.0,12.5,1050,45,0.161087,0.162934,0.001847,156.317
646,500000000000000.0,12.5,1100,5,0.161087,0.161835,0.000748,163.858
647,500000000000000.0,12.5,1100,15,0.161087,0.163327,0.00224,156.065
648,500000000000000.0,12.5,1100,25,0.161087,0.164814,0.003727,153.333
649,500000000000000.0,12.5,1100,35,0.161087,0.1663,0.005213,151.712
650,500000000000000.0,12.5,1100,45,0.161087,0.167794,0.006707,150.553
651,1000000000000000.0,12.5,900,5,0.166043,0.166044,1e-06,189.909
652,1000000000000000.0,12.5,900,15,0.166043,0.166049,6e-06,171.658
653,1000000000000000.0,12.5,900,25,0.166043,0.166053,1e-05,161.217
654,1000000000000000.0,12.5,900,35,0.166043,0.166057,1.4e-05,154.293
655,1000000000000000.0,12.5,900,45,0.166043,0.166062,1.9e-05,149.025
656,1000000000000000.0,12.5,950,5,0.166043,0.166053,1e-05,153.457
657,1000000000000000.0,12.5,950,15,0.166043,0.166076,3.3e-05,131.189
658,1000000000000000.0,12.5,950,25,0.166043,0.166098,5.5e-05,121.036
659,1000000000000000.0,12.5,950,35,0.166043,0.166121,7.8e-05,114.683
660,1000000000000000.0,12.5,950,45,0.166043,0.166143,0.0001,110.212
661,1000000000000000.0,12.5,1000,5,0.166043,0.166093,5e-05,119.519
662,1000000000000000.0,12.5,1000,15,0.166043,0.166194,0.000151,101.531
663,1000000000000000.0,12.5,1000,25,0.166043,0.166296,0.000253,95.079
664,1000000000000000.0,12.5,1000,35,0.166043,0.166398,0.000355,91.5358
665,1000000000000000.0,12.5,1000,45,0.166043,0.166499,0.000456,89.2414
666,1000000000000000.0,12.5,1050,5,0.166043,0.166247,0.000204,96.8967
667,1000000000000000.0,12.5,1050,15,0.166043,0.166657,0.000614,86.6904
668,1000000000000000.0,12.5,1050,25,0.166043,0.167067,0.001024,83.5636
669,1000000000000000.0,12.5,1050,35,0.166043,0.167477,0.001434,81.9074
670,1000000000000000.0,12.5,1050,45,0.166043,0.167887,0.001844,80.8424
671,1000000000000000.0,12.5,1100,5,0.166043,0.166788,0.000745,85.6157
672,1000000000000000.0,12.5,1100,15,0.166043,0.168281,0.002238,80.3387
673,1000000000000000.0,12.5,1100,25,0.166043,0.169772,0.003729,78.7
674,1000000000000000.0,12.5,1100,35,0.166043,0.171259,0.005216,77.808
675,1000000000000000.0,12.5,1100,45,0.166043,0.172775,0.006732,77.2131
676,1500000000000000.0,12.5,900,5,0.166236,0.166238,2e-06,152.946
677,1500000000000000.0,12.5,900,15,0.166236,0.166242,6e-06,139.007
678,1500000000000000.0,12.5,900,25,0.166236,0.166246,1e-05,130.235
679,1500000000000000.0,12.5,900,35,0.166236,0.166251,1.5e-05,124.299
680,1500000000000000.0,12.5,900,45,0.166236,0.166255,1.9e-05,119.741
681,1500000000000000.0,12.5,950,5,0.166236,0.166246,1e-05,122.539
682,1500000000000000.0,12.5,950,15,0.166236,0.166269,3.3e-05,103.181
683,1500000000000000.0,12.5,950,25,0.166236,0.166291,5.5e-05,93.9884
684,1500000000000000.0,12.5,950,35,0.166236,0.166314,7.8e-05,88.1231
685,1500000000000000.0,12.5,950,45,0.166236,0.166336,0.0001,83.9504
686,1500000000000000.0,12.5,1000,5,0.166236,0.166286,5e-05,91.8355
687,1500000000000000.0,12.5,1000,15,0.166236,0.166387,0.000151,75.1264
688,1500000000000000.0,12.5,1000,25,0.166236,0.166488,0.000252,69.0218
689,1500000000000000.0,12.5,1000,35,0.166236,0.16659,0.000354,65.66
690,1500000000000000.0,12.5,1000,45,0.166236,0.166691,0.000455,63.4837
691,1500000000000000.0,12.5,1050,5,0.166236,0.166439,0.000203,70.1328
692,1500000000000000.0,12.5,1050,15,0.166236,0.166848,0.000612,60.6701
693,1500000000000000.0,12.5,1050,25,0.166236,0.167257,0.001021,57.8032
694,1500000000000000.0,12.5,1050,35,0.166236,0.167665,0.001429,56.3164
695,1500000000000000.0,12.5,1050,45,0.166236,0.168074,0.001838,55.3804
696,1500000000000000.0,12.5,1100,5,0.166236,0.166979,0.000743,59.3255
697,1500000000000000.0,12.5,1100,15,0.166236,0.168467,0.002231,54.7439
698,1500000000000000.0,12.5,1100,25,0.166236,0.169952,0.003716,53.4068
699,1500000000000000.0,12.5,1100,35,0.166236,0.171449,0.005213,52.7047
700,1500000000000000.0,12.5,1100,45,0.166236,0.173117,0.006881,52.2585
701,2000000000000000.0,12.5,900,5,0.163447,0.163448,1e-06,132.692
702,2000000000000000.0,12.5,900,15,0.163447,0.163453,6e-06,121.178
